,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply,increment_code
643,1,84,3,2,1879,2326,B52,6,2
644,1,41,2,1,2323,1881,C42,16,2
645,1,48,2,2,1622,2322,C47,9,2
646,1,48,3,2,1933,2318,B43,10,2
647,1,38,2,2,1983,2313,A40,2,2
648,1,41,3,1,2312,1663,C62,6,2
649,1,28,2,2,1866,2309,A04,2,2
650,1,74,2,2,1835,2307,D94,9,2
651,1,29,2,1,2300,2041,E20,8,2
652,1,45,2,1,2288,2148,C42,4,2
653,1,61,3,1,2283,1947,D37,7,2
654,1,19,2,1,2275,2016,B17,12,2
655,1,48,2,2,1909,2271,B22,8,2
656,1,41,2,1,2263,2006,E21,7,2
657,1,30,2,2,1293,2263,B02,2,2
658,1,55,3,1,2257,1922,B34,9,2
659,1,72,2,2,2191,2239,B43,10,2
660,1,78,2,2,1380,2239,D30,4,2
661,1,34,2,2,1796,2235,E00,4,2
662,1,56,3,2,1879,2230,B33,11,2
663,1,49,2,1,2217,2059,A99,15,2
664,1,72,3,2,2336,2185,B43,10,2
665,1,70,2,1,2175,1936,B09,11,2
666,1,83,2,1,2161,1984,C45,8,2
667,1,57,2,1,2150,1915,E61,6,2
668,1,39,2,2,1976,2135,B22,6,2
669,1,56,2,2,1830,2126,A16,4,2
670,1,46,2,2,2001,2105,A22,6,2
671,1,31,3,1,2104,1344,C41,5,2
672,1,66,2,2,1918,2086,B30,4,2
674,1,100,2,2,1774,2071,B41,8,2
675,1,10,2,2,1778,2059,B33,8,2
676,1,49,2,2,1783,2045,B90,10,2
677,1,100,3,2,1788,2029,B33,11,2
678,1,107,2,1,1609,2109,D43,8,2
679,1,44,3,2,1701,2100,B21,3,2
680,1,27,2,1,2091,1704,B01,4,2
681,1,72,2,2,1931,2061,C48,8,2
682,0,21,1,1,1408,1396,D30,4,3
683,1,91,3,1,1398,1383,D30,4,2
684,1,35,2,1,1387,1399,D10,5,2
685,1,50,3,2,1394,1512,D06,4,2
686,1,56,2,2,1479,1381,B30,4,2
687,1,37,2,1,1371,1374,D30,4,2
688,1,66,2,2,1372,1360,B30,4,2
689,1,40,2,1,1351,1287,C01,4,2
690,1,32,3,2,1209,1265,A00,1,2
691,1,26,3,2,1221,1820,C20,3,2
693,1,65,2,2,1528,1369,D02,3,2
694,1,37,2,1,1231,1545,C66,8,2
695,1,48,2,1,1142,1138,C42,6,2
696,1,54,1,2,1263,1264,C41,7,2
698,1,60,2,2,1906,1834,E17,11,2
699,1,122,1,2,1841,2015,A43,2,2
700,1,49,2,1,1905,1852,B00,2,2
701,1,56,3,2,1467,1478,A01,4,2
704,0,33,3,1,1478,1362,B07,2,2
705,0,83,2,1,1478,1490,C44,5,2
706,1,102,3,2,1453,1466,C62,6,2
707,0,29,2,1,1466,1592,C45,7,2
708,0,91,2,1,1466,1582,C41,4,2
709,0,34,2,2,1466,1744,B34,9,2
710,1,59,2,2,1479,1454,C45,7,2
711,1,41,2,1,1566,1493,C62,6,2
712,1,54,2,2,1454,1421,D30,6,2
713,1,43,2,1,1444,1465,A00,1,2
714,1,34,2,2,1387,1457,E90,9,2
715,1,122,2,2,1417,1447,D00,3,2
716,1,51,3,1,1436,1439,D46,12,2
717,1,62,2,2,1455,1081,C57,10,2
718,1,30,2,2,1318,1448,C57,10,2
719,1,79,1,1,1437,1446,B15,9,2
720,1,32,2,2,1448,1436,D02,4,2
721,1,78,2,2,1308,1441,C26,5,2
722,1,82,2,2,1708,1851,D02,4,2
723,1,64,2,2,1960,2260,D11,5,2
724,1,59,2,2,1969,2247,A08,5,2
725,1,62,2,2,1325,1174,D02,3,2
727,1,65,3,1,1322,913,D02,3,2
728,1,23,2,1,1224,1332,B21,3,2
729,1,50,3,2,1353,1068,D02,5,2
730,1,58,3,2,1131,1347,D01,4,2
731,1,64,2,2,1197,1340,B00,2,2
732,0,56,2,2,1163,1340,D00,5,2
733,1,18,2,2,1362,976,C42,6,3
734,1,43,2,1,1348,1381,D02,3,2
735,1,24,2,2,1375,1334,C22,6,2
736,1,125,3,1,911,1356,A10,2,3
737,1,104,2,2,1030,1352,C68,10,2
738,0,29,2,1,1352,1408,D02,4,2
739,0,48,2,2,2035,1352,B30,4,2
740,1,65,3,1,1787,1417,C41,7,2
741,1,20,2,2,1810,1495,C40,6,2
742,1,38,3,2,1783,1797,A02,2,2
743,1,26,2,1,1723,1814,B33,11,2
744,1,70,2,2,1645,1806,A52,7,2
745,1,35,2,1,1800,1590,B21,5,2
746,1,23,2,1,1798,1250,C79,10,2
747,1,76,2,2,1602,1791,B21,3,2
748,1,68,1,2,1415,1788,B21,3,2
749,1,4,2,1,1758,1804,A51,4,1
750,1,30,2,2,1815,1889,B00,2,1
751,1,59,3,1,1800,1831,B01,4,1
752,1,77,2,1,1820,1814,A01,3,1
753,1,76,1,2,1830,1809,B01,4,1
754,1,34,2,1,1914,1842,B33,8,2
755,1,53,2,2,1856,1903,C66,8,2
756,1,178,0,0,2153,2474,D02,5,2
757,1,91,0,0,2474,2477,E30,7,2
758,1,57,2,1,2469,2216,B33,11,2
759,1,42,2,2,2220,2464,C47,8,2
760,1,48,3,2,1973,2462,E20,8,1
761,1,33,0,0,2465,2384,D00,3,2
762,1,71,2,1,2460,2240,A45,3,2
763,1,26,2,2,2104,2456,C27,6,2
764,1,32,2,2,2301,2449,C29,6,2
765,1,63,3,1,2447,2005,B07,5,2
766,1,86,2,2,2306,2438,C48,8,2
767,1,99,2,1,2432,2213,A42,8,2
768,1,36,2,2,2255,2425,D00,3,1
769,1,153,0,0,2428,2360,A71,15,2
770,1,112,2,2,2208,2421,A02,4,1
771,1,39,2,1,2418,2067,D30,7,2
772,1,28,2,2,2083,2415,D00,2,2
773,1,65,2,1,2409,2182,E61,6,2
774,1,21,2,2,2281,2400,D00,3,2
775,1,98,2,2,2015,2397,C77,9,2
776,1,31,2,2,1426,1371,B06,5,2
777,1,68,2,2,1437,1476,C62,6,2
778,1,42,2,1,1719,1679,D35,6,2
779,1,42,3,2,1689,1670,B32,8,2
780,1,59,2,1,1672,1701,B21,3,2
781,1,80,2,2,1695,1923,B94,11,2
782,1,31,2,2,1706,1698,B30,4,2
783,1,107,1,1,1687,1717,D30,7,2
784,1,18,2,2,1728,1723,B40,8,2
785,1,72,3,2,1648,1719,B30,4,2
786,0,45,2,1,1719,1765,C41,7,2
787,1,66,2,2,1648,1710,D02,4,2
788,1,93,2,1,1696,1722,D00,3,2
789,1,90,2,2,1732,1768,C45,13,2
790,1,23,2,1,1833,1740,C55,6,2
791,1,118,1,2,1433,1737,D00,3,2
792,1,103,0,0,1729,2008,B32,7,2
793,1,23,2,1,1722,1605,B32,8,2
794,1,91,3,1,1713,1659,C55,6,2
795,1,56,3,2,1605,1698,A00,1,2
796,1,71,3,1,1690,1613,C00,3,2
797,1,48,3,2,1622,1681,A00,1,2
798,1,80,2,2,1702,1681,C46,6,2
799,1,33,2,1,1568,1696,B32,8,2
800,1,84,1,2,1707,1699,C00,3,2
801,1,51,2,1,1453,1724,C55,6,2
802,1,47,2,2,1735,1733,C60,5,2
803,1,74,2,2,1744,1801,B43,9,2
804,1,77,2,2,1854,1730,C45,7,2
805,1,54,2,2,1705,1719,C62,6,2
806,1,75,1,1,1709,1716,B00,5,2
807,1,89,1,1,1694,1825,C41,5,2
808,1,62,2,2,1651,1684,C20,3,2
809,1,49,2,1,1706,1695,B20,2,2
810,1,67,2,1,1683,1717,C41,5,2
811,1,73,2,1,1707,1693,D00,2,2
812,1,43,2,1,1758,1702,D02,4,2
813,1,70,2,2,1713,1709,B38,11,2
814,1,28,2,2,1724,1734,B32,7,2
815,1,16,2,2,1730,1882,B30,4,2
816,0,47,2,1,2334,1800,A40,2,3
817,1,52,3,2,1680,1789,B00,2,2
818,1,43,2,1,1774,1768,A04,2,2
819,1,78,2,2,1711,1760,B00,2,2
820,0,75,2,1,1760,1542,A08,4,3
821,1,105,3,1,1713,1609,A01,2,2
822,1,103,1,1,1710,1618,A00,1,2
823,1,35,2,2,1374,1613,C64,6,2
824,1,45,3,1,1603,1539,B07,6,2
825,0,92,0,0,1564,1603,C64,7,1
826,0,108,2,2,1821,1842,B90,11,2
827,0,154,2,2,1512,1821,D04,6,2
828,0,21,2,1,1821,1832,B13,5,2
829,0,48,3,2,1832,1821,B12,7,2
830,0,89,0,0,1821,1832,B12,5,2
831,0,31,3,1,1832,1821,B12,7,2
833,0,80,2,1,1821,1820,B01,5,2
835,0,120,3,2,1877,1821,B13,11,2
836,1,38,2,1,1902,1830,B11,8,3
837,0,61,1,1,1830,1311,C45,8,2
838,0,28,2,2,1824,1830,B10,3,2
839,0,99,2,1,1548,1842,B12,5,2
840,1,49,2,2,1858,1730,C00,3,2
841,1,44,2,2,1891,1845,B01,6,1
842,1,55,2,1,1876,1856,B01,4,2
843,1,92,2,2,1867,1883,C45,8,2
844,1,27,2,1,1864,1449,B01,4,2
845,1,98,2,2,1922,1851,D10,5,2
846,1,24,3,2,1861,1899,B10,4,2
847,1,4,3,2,1527,1861,A02,1,2
848,1,16,2,2,1878,1698,B01,6,2
849,0,85,2,1,1878,1906,B87,14,2
850,1,70,3,2,1660,1873,B01,4,2
851,0,36,2,2,1707,1873,B01,4,2
852,1,124,0,0,1806,1875,D12,11,2
853,1,61,2,1,1864,1842,B30,5,1
854,1,66,1,2,1853,1853,B01,6,1
855,1,20,2,2,1882,1840,B01,6,2
856,1,49,2,1,1832,1696,B07,4,2
857,1,42,3,2,1704,1824,A20,2,2
858,1,32,2,2,1841,1688,B07,4,2
859,1,70,2,2,1695,1834,A03,2,2
860,1,52,2,2,1851,1679,B07,4,2
861,1,18,2,2,1527,1882,C20,3,2
862,1,4,3,2,1527,1882,A02,1,2
864,1,4,3,2,1533,1897,A02,1,2
865,1,5,3,1,1894,1539,A00,1,2
866,1,26,3,2,1545,1890,C20,3,2
867,1,4,3,2,1552,1887,A02,1,2
868,0,115,0,0,1923,1887,D00,3,3
869,0,100,3,2,1961,2215,E59,19,2
870,1,113,2,1,2215,1961,C91,18,2
871,1,125,2,1,2215,2191,D12,8,2
872,1,51,2,1,2215,2147,B30,4,2
873,1,65,2,2,1803,2215,E14,7,2
874,1,29,2,1,2210,1805,C41,7,2
875,1,26,2,2,1807,2205,E00,4,2
876,1,43,2,1,2200,1810,C66,8,2
877,1,33,2,2,1805,2195,C00,2,2
878,1,54,2,2,2189,2167,E20,6,2
879,1,42,2,2,2051,2147,C42,9,3
880,1,61,2,1,2121,2118,C42,7,3
882,1,47,2,1,2078,1920,B34,9,2
883,1,82,2,2,2151,2029,C50,8,2
884,1,47,2,1,1986,2009,C11,13,2
885,1,34,2,2,2143,1916,A45,3,3
886,1,27,3,1,1904,1544,C41,5,2
887,1,32,3,2,1547,1891,C42,5,2
888,1,90,3,2,1950,1926,A06,3,2
889,1,38,2,1,1902,1811,A00,1,2
890,1,51,2,1,1879,1569,A06,3,2
891,1,41,2,1,1805,1749,A04,3,2
892,1,5,2,1,1787,1343,A04,2,2
893,1,44,3,2,1560,1713,A28,6,2
895,1,41,3,1,1541,1690,C41,7,2
896,1,28,2,1,1567,1551,B22,3,2
897,1,62,3,2,1540,1540,B20,3,2
898,1,28,2,2,1550,1531,C57,10,2
899,1,61,2,2,1435,1543,B52,6,2
900,1,123,3,1,1534,1467,B01,4,2
901,1,89,3,1,1524,1499,D06,4,2
902,1,43,2,1,1548,1535,B20,3,2
903,1,44,2,2,1545,1554,B15,5,2
904,0,20,2,1,2621,1545,B54,6,2
905,1,55,2,2,1544,1523,A43,5,2
906,1,20,2,1,1432,1559,B20,3,2
907,1,88,3,2,1369,1553,B21,3,2
908,1,96,2,2,1553,1542,B20,2,2
909,1,120,2,1,1543,1553,B20,3,2
910,1,111,2,1,1544,1496,B30,5,2
911,1,39,3,1,1519,1556,D00,10,2
912,1,93,3,1,1545,1559,A21,3,2
913,1,100,3,2,1529,1534,D04,5,2
914,1,54,2,2,1546,1517,A25,4,2
916,1,160,2,2,2105,1929,B13,5,2
917,1,32,2,1,813,841,C20,3,2
918,1,86,3,2,857,1057,B40,5,2
919,0,50,2,2,857,958,B23,3,2
920,1,39,3,1,1478,859,B01,2,2
922,1,29,2,1,1574,861,B01,8,2
923,1,27,3,1,1186,871,B01,2,2
924,1,57,3,1,1391,875,B00,5,2
925,1,68,2,1,1271,883,B01,2,3
926,1,95,3,1,1203,894,D00,4,2
927,1,40,3,2,901,1339,B20,2,2
929,1,78,2,2,922,1120,C20,3,3
930,1,74,2,2,989,791,D00,3,2
931,1,4,2,2,1026,1121,D00,2,2
932,1,44,2,2,1057,1240,A40,2,1
933,0,45,2,2,1057,1341,C00,3,2
934,1,15,3,1,1331,1083,B21,3,2
935,1,37,2,1,1266,1130,B00,2,2
936,1,22,2,2,1155,1484,B01,4,2
937,1,58,2,2,1222,1351,D00,2,2
938,0,33,2,1,1214,1222,B01,2,2
939,0,41,2,1,1034,1222,A40,4,2
940,1,46,2,1,1535,1273,C00,3,2
942,0,55,1,1,1950,2212,E00,1,2
943,0,49,2,1,1950,1226,A04,2,2
944,0,78,3,2,1950,1885,A08,4,2
945,0,29,0,0,1950,2204,A04,2,2
947,0,66,0,0,1950,1819,A07,4,2
948,0,112,0,0,1950,1477,A04,2,2
951,0,40,2,2,1795,2036,B54,6,2
952,1,33,3,1,2023,1671,A04,2,2
953,1,30,3,2,1675,2008,B57,8,2
954,1,53,3,1,1990,1678,A04,2,2
955,0,30,0,0,1990,1465,A08,5,3
956,0,11,0,0,1990,1756,A04,2,3
957,0,3,0,0,1990,1779,A04,2,3
958,0,67,0,0,1990,1447,A04,2,2
959,1,41,2,2,1458,1980,A00,4,3
961,0,52,2,1,1967,1295,A07,3,2
962,0,30,2,2,2102,1967,B54,6,2
963,1,62,2,2,1647,1566,D30,4,2
965,1,89,2,2,1668,1642,C40,4,2
966,1,119,2,1,1613,1694,B50,5,2
970,1,60,2,2,1887,1760,D02,3,2
971,1,73,2,1,1826,1900,C59,16,2
973,0,58,3,2,1297,1230,C20,3,2
974,0,38,2,2,1625,1754,D00,3,2
975,0,28,2,2,1719,1625,D35,9,2
976,0,26,2,2,1625,1657,B43,9,2
977,0,35,2,1,1619,1625,C02,5,2
978,0,35,2,1,1551,1625,C68,9,2
979,1,34,2,2,1862,1358,D20,5,2
980,0,38,2,2,1807,1862,C53,9,2
981,0,27,2,2,1862,1387,A00,1,2
982,0,80,1,2,1474,1862,C41,5,2
983,0,54,2,2,1862,1807,C41,5,2
984,0,65,3,1,1720,1862,C47,8,2
985,0,55,2,2,1862,1690,A06,2,2
986,0,67,2,2,1884,1862,C42,5,2
987,0,78,2,2,1396,1862,C50,8,2
988,0,51,2,1,1674,1862,D06,4,2
989,0,75,2,1,2203,1862,C60,6,2
990,0,36,2,2,1862,2203,B70,10,2
991,0,58,3,2,1862,1722,D20,6,2
992,0,12,2,1,1598,1862,C41,5,2
993,0,21,2,1,1708,1862,C42,5,2
995,0,24,2,2,1862,1513,D30,4,2
997,0,66,3,2,1862,1449,D48,16,2
999,0,50,2,1,1704,1862,C60,6,2
1000,0,18,2,2,1862,1769,C45,7,2
1001,0,90,3,2,1701,1862,C50,6,2
1002,0,75,3,1,1799,1862,C26,4,2
1003,0,34,2,2,1862,1701,C41,4,2
1004,0,70,2,2,1699,1862,C46,6,2
1005,0,24,2,2,1862,1579,B21,6,2
1006,0,18,1,2,1862,1416,B07,5,2
1007,0,36,2,2,1862,2073,B21,5,2
1008,0,99,2,1,1567,1862,A06,3,2
1009,0,60,2,1,1564,1862,A43,2,2
1010,0,77,3,1,1862,1140,C49,8,2
1011,1,74,3,2,1972,1952,A52,7,2
1012,1,61,2,1,1960,1950,C42,5,2
1013,1,15,2,1,2199,1955,C42,7,2
1014,0,102,0,0,1955,1837,B90,11,2
1015,1,129,1,1,1937,2090,C01,5,2
1016,1,25,2,1,1951,1664,C01,5,2
1017,1,39,2,1,1944,1776,B36,8,2
1018,1,62,1,2,1553,1942,B13,5,2
1019,1,19,2,2,1236,1941,B10,2,2
1026,0,55,2,1,1452,1343,C34,6,2
1027,0,65,3,1,1343,1376,A01,4,2
1028,1,63,2,1,1803,1737,C01,5,2
1029,1,64,2,2,1670,1692,C46,5,2
1033,0,35,2,1,1851,1712,B54,6,2
1034,0,107,1,1,1712,1714,C45,7,2
1036,0,72,2,2,1705,1712,B20,3,2
1037,0,63,2,2,1712,2015,C11,7,2
1038,0,34,2,2,1712,1832,B10,2,3
1039,0,51,2,2,1712,1615,B01,4,2
1040,0,60,2,2,1712,1708,C40,4,2
1041,0,26,2,2,1860,1712,B21,3,2
1042,0,70,2,2,2108,1712,D05,7,3
1043,0,24,2,2,1712,1959,A22,4,2
1045,0,39,2,1,1780,1712,E20,8,2
1046,0,58,2,2,2180,1712,B21,3,1
1047,0,16,2,2,1328,1712,A00,1,2
1048,0,52,3,2,1896,1712,D30,7,2
1050,1,43,2,1,1582,1494,D15,7,2
1051,1,27,2,1,1726,1589,C01,5,2
1052,1,41,3,1,1577,1618,A10,2,2
1053,1,30,3,2,1577,1534,A20,2,2
1054,1,125,3,1,1693,1585,D37,7,2
1055,1,16,2,1,1573,1590,A13,2,2
1056,1,53,2,1,1597,1583,C00,3,2
1057,1,49,3,1,1603,1594,C00,3,2
1058,1,59,2,1,1586,1623,A15,2,2
1059,1,86,3,2,1592,1783,A20,2,2
1060,1,52,3,2,1602,1629,A10,1,2
1061,1,96,3,2,1516,1593,C00,2,2
1062,1,114,2,2,1475,1585,C00,3,2
1063,1,69,2,1,1575,1571,A27,5,2
1064,1,40,3,2,1585,1632,A20,2,2
1065,0,72,2,1,2065,1976,B21,6,2
1066,1,63,2,1,1976,1988,B40,10,2
1067,1,141,2,1,1976,1987,C44,4,2
1068,1,92,3,2,2035,1961,A56,6,1
1069,1,64,2,2,1975,1908,C48,8,2
1070,1,90,2,2,1463,1974,A06,3,2
1071,1,70,3,2,1997,1480,C22,7,2
1072,0,68,2,2,1950,1997,B01,2,2
1073,1,63,3,1,2229,2002,C02,10,1
1074,1,63,3,1,1819,2020,B27,3,2
1075,1,75,1,1,2014,1827,C48,8,2
1076,1,94,1,2,1807,2008,B40,4,2
1077,1,102,2,2,2013,2274,A16,3,2
1078,1,87,2,1,2008,1744,A11,2,2
1079,1,90,2,2,2179,1991,B40,10,2
1080,1,96,0,0,1777,1998,B40,5,2
1081,1,33,2,1,1982,1917,A34,3,2
1082,1,52,2,2,1749,1977,B40,4,2
1083,1,62,2,2,1781,1971,B40,8,2
1084,1,63,2,1,2040,1981,B40,10,2
1085,1,132,3,2,1890,2139,C30,4,2
1086,1,55,2,1,2131,2018,B45,10,2
1087,1,95,3,1,2116,2252,E34,8,2
1088,1,59,2,1,1687,1691,D46,12,2
1089,1,86,2,2,1689,1668,B21,3,2
1090,1,150,3,2,1651,1657,C20,3,2
1092,0,74,2,2,1786,1736,C44,7,2
1093,1,33,1,1,1663,1758,B01,4,2
1094,1,161,2,1,1779,1794,A20,2,2
1096,1,76,2,2,1654,1918,D53,8,2
1097,1,52,3,2,1690,1913,C01,5,2
1098,1,204,1,2,1818,1896,D70,6,2
1099,1,26,2,2,1813,1887,C12,11,2
1100,1,64,2,2,1775,1879,A01,3,2
1101,1,47,2,1,1873,1651,B01,4,2
1102,1,103,1,1,1868,1656,A43,5,2
1103,1,39,2,1,1860,1770,B15,5,2
1104,1,50,2,2,1748,1852,C00,3,2
1105,1,19,2,2,1365,1850,C00,3,2
1106,1,30,2,2,1861,1873,B38,11,2
1107,1,35,2,1,1833,1873,A45,3,2
1108,0,46,2,2,1821,1873,C03,5,2
1109,1,35,3,1,2004,1881,B40,5,2
1110,1,32,3,2,1895,1797,C42,5,2
1111,1,52,2,2,1560,1892,B20,3,2
1112,1,132,2,2,1901,1993,C41,5,2
1113,1,38,2,2,1729,1894,A03,2,2
1114,1,86,3,2,1613,1891,B20,3,2
1115,1,43,2,1,1864,1892,B41,8,2
1116,1,34,2,2,1905,1851,C02,9,2
1117,1,72,3,2,1784,1897,B40,4,2
1118,1,23,2,1,1893,1624,C61,6,2
1119,1,78,2,2,1750,1885,D01,4,2
1120,1,45,3,1,1882,1602,C62,6,2
1121,1,66,2,2,1712,1875,C41,5,2
1122,1,29,3,1,1878,1887,D00,10,2
1123,1,154,1,2,1895,1977,B32,10,2
1124,1,80,2,2,1672,1890,A56,4,2
1125,1,121,2,1,1881,1828,C00,3,2
1126,1,140,0,0,1972,1878,B41,9,2
1127,1,75,3,1,1868,1824,C00,3,2
1128,1,36,2,1,1819,1881,B56,10,2
1129,1,77,2,1,1871,1841,C40,4,2
1130,1,33,2,1,1828,1884,B21,3,2
1131,1,56,2,2,1727,1877,D00,4,2
1132,1,129,2,2,1891,1814,C88,13,3
1133,1,53,2,1,1650,1910,B40,4,2
1134,1,22,2,1,1968,1921,B22,6,2
1135,1,51,2,1,1907,1946,E77,8,2
1136,1,37,2,1,1903,1648,C60,6,2
1137,1,30,2,2,1725,1896,B22,3,2
1138,1,89,2,1,1894,1506,C41,5,2
1139,1,73,2,1,1890,1617,C66,8,2
1140,1,114,3,2,1522,1727,C54,13,2
1141,1,107,3,1,1708,1528,C00,4,2
1142,1,92,3,2,1744,1770,C50,7,2
1143,1,63,3,1,1759,1790,C25,4,2
1144,1,36,3,2,1750,1741,C50,6,3
1145,1,55,2,1,1686,1681,C55,6,2
1146,1,85,3,1,1840,1732,C20,4,3
1147,1,118,2,2,1713,1637,D00,3,2
1148,1,55,3,1,1791,1716,D00,3,2
1149,0,135,0,0,1716,1763,C00,4,2
1150,1,78,3,2,1804,1931,B20,3,2
1151,0,40,2,2,1850,1804,C60,5,2
1152,0,114,1,0,1804,1779,C02,7,1
1154,1,48,2,2,1005,1140,C46,6,2
1155,1,29,2,1,1148,1057,D00,3,2
1156,1,14,2,2,1142,1150,C60,6,2
1157,1,61,3,1,1066,1326,C48,7,2
1158,1,59,3,1,1625,1384,C50,6,2
1159,0,9,2,1,1805,1384,C41,5,2
1161,1,81,2,2,1687,1771,D00,3,3
1162,1,103,2,1,1678,1595,A41,2,3
1163,1,10,2,2,2313,2168,B00,2,2
1164,0,32,2,2,1855,2313,C50,6,2
1165,1,50,0,0,2353,2313,A85,5,2
1166,1,41,2,1,2291,2144,C67,10,2
1167,1,39,2,1,2272,2061,C02,9,1
1168,1,50,2,2,2344,2215,C50,6,2
1169,1,66,2,2,2063,2183,C65,6,3
1170,1,66,2,1,2109,2247,B13,5,2
1171,1,55,2,1,2062,1978,C45,8,1
1172,1,65,3,1,1996,1957,B43,9,2
1173,1,72,3,2,1968,1882,C54,16,2
1174,1,57,2,1,1756,1771,C44,8,2
1175,1,50,2,2,1785,1432,C24,5,2
1176,0,57,2,1,1432,1916,C41,5,2
1177,1,21,2,1,1870,1479,C62,6,2
1178,0,48,3,2,1859,1479,C62,6,2
1180,1,68,3,2,1299,1513,A00,1,2
1181,0,40,2,2,1501,1513,C55,6,2
1182,0,9,2,2,1513,1501,D06,4,2
1183,0,36,2,2,1126,1513,C20,3,3
1184,1,98,2,2,1286,1502,C77,9,2
1185,1,56,3,2,1433,1481,A01,4,2
1186,0,128,0,0,1406,1481,D15,7,2
1187,1,132,3,2,1510,1461,B01,4,2
1188,1,48,2,2,1534,1581,D30,4,2
1189,1,57,3,1,1547,1564,C57,8,2
1190,1,75,2,2,1602,1502,A00,1,2
1191,1,99,2,1,1444,1651,C55,7,2
1192,1,59,2,1,1627,1496,C41,4,2
1193,0,56,1,2,1267,1627,C20,3,2
1194,1,69,2,1,1604,1446,E71,9,2
1195,1,70,2,2,1453,1576,D10,4,2
1197,1,64,3,2,1552,1625,C22,7,2
1198,1,70,3,2,1810,1473,C20,2,2
1199,1,75,2,1,1436,1484,B56,10,2
1200,1,104,0,0,1638,1417,D00,2,2
1201,1,63,2,1,2053,1914,C40,4,2
1202,1,67,2,1,2021,1921,C40,4,2
1203,1,40,2,2,1930,1979,C20,3,2
1204,1,80,2,2,2000,1908,A08,4,2
1205,1,99,3,1,1885,1607,B00,2,2
1206,1,120,3,2,1776,1821,A43,2,2
1207,1,9,0,0,1845,1750,B56,9,2
1208,1,62,2,2,1707,1734,A00,1,2
1210,1,57,2,1,1185,1222,A00,1,2
1211,1,72,3,2,1230,1334,C41,6,2
1212,1,115,3,1,1262,1240,C40,4,2
1213,1,70,3,2,1250,1286,C60,6,2
1214,1,29,2,1,1133,1264,C40,4,2
1215,1,33,3,1,1257,1141,C65,6,2
1216,1,17,3,1,1279,1267,C57,11,2
1217,1,19,2,1,1315,1264,A25,4,2
1218,1,100,1,2,1277,1173,C00,3,2
1219,1,27,3,1,1332,1287,C50,8,2
1220,1,95,1,0,1291,1166,B00,4,2
1221,1,75,3,1,1194,1308,C48,7,2
1222,1,44,2,2,1136,1301,D00,3,2
1223,1,87,3,1,1291,1262,C41,4,2
1224,1,29,1,1,1286,1083,C42,5,2
1225,1,75,1,1,1278,1173,C00,3,2
1226,1,52,3,2,1175,1270,D01,4,2
1227,1,40,2,2,1173,1262,C20,3,2
1228,1,73,3,1,1329,1271,C44,5,2
1229,1,64,2,2,1282,1285,C00,4,2
1230,1,52,2,2,1235,1272,A00,1,2
1231,1,26,2,2,1284,1261,C47,8,2
1232,1,13,2,1,1279,1036,C40,4,2
1233,1,104,2,2,1239,1269,C20,3,2
1234,1,55,3,1,1152,1284,D30,4,2
1235,1,57,3,1,1277,1122,C30,3,2
1236,1,97,1,1,1264,1327,C78,11,2
1237,1,17,3,1,1442,1270,C57,8,2
1238,1,23,3,1,1260,1233,C72,9,2
1239,0,54,2,1,1767,1260,B50,5,2
1240,1,72,3,2,1268,1392,C62,6,2
1241,1,34,2,2,1259,1417,C70,8,2
1242,1,56,3,2,1263,1587,B34,8,2
1243,1,84,2,2,1342,1248,D01,4,2
1244,1,29,3,1,1783,1249,C68,8,2
1245,1,19,2,2,1257,1380,C41,4,2
1246,1,144,3,2,1265,1366,B52,6,2
1247,0,110,2,2,1016,1262,A01,2,2
1248,1,47,3,1,1247,1380,C45,8,2
1249,0,37,2,1,1662,1501,C61,6,2
1250,0,60,0,0,1542,1501,A28,7,2
1251,0,54,3,2,1199,1501,D02,4,2
1252,0,137,3,1,1501,1199,C55,6,2
1253,0,81,3,1,1199,1501,D02,4,2
1255,0,53,2,1,1597,1501,D20,5,2
1256,0,65,2,1,1501,1619,C62,6,2
1257,0,8,2,2,1567,1501,C50,6,2
1258,0,55,3,1,1585,1501,C62,6,2
1259,0,67,3,1,1501,1590,C40,4,2
1260,0,26,2,2,1501,1640,C50,8,2
1261,0,33,2,1,1702,1501,C44,9,2
1262,0,73,3,1,1514,1501,D00,3,2
1264,0,50,2,2,1501,1511,C41,5,2
1266,0,130,0,0,1501,1760,C00,3,2
1267,0,14,2,2,1501,1787,C02,7,2
1268,0,51,1,1,1694,1501,D00,3,2
1269,0,24,2,2,1501,1503,B07,2,2
1270,0,94,2,2,1694,1501,D00,3,2
1271,0,24,2,2,1501,1606,C68,7,2
1274,0,47,2,1,1787,1501,C45,7,2
1275,0,30,2,2,1501,1646,C02,5,2
1276,0,17,2,1,1707,1501,A06,3,2
1278,0,24,2,1,1645,1501,C50,9,2
1279,0,7,1,1,1501,1797,C46,6,2
1280,0,27,2,1,1501,1501,C23,3,2
1281,0,50,2,2,1501,1626,B30,4,2
1282,0,20,2,2,1501,1759,C00,3,2
1285,0,45,3,1,1501,1513,C46,5,2
1286,0,63,2,1,1501,1509,B00,5,2
1288,0,39,2,1,1585,1501,D20,5,2
1289,0,8,2,2,1501,1609,C40,5,2
1292,0,29,2,1,1598,1501,C24,4,2
1293,0,98,2,2,1104,910,E61,6,2
1294,0,74,3,2,1104,1207,A10,2,2
1295,0,37,2,1,1104,1343,A20,2,2
